"bifparone"	"time.min"	"time.max"	"resource.min"	"resource.max"	"juv_bio.min"	"juv_bio.max"	"ad_bio.min"	"ad_bio.max"	"total_bio.min"	"total_bio.max"	"juv_number.min"	"juv_number.max"	"ad_number.min"	"ad_number.max"	"total_number.min"	"total_number.max"	"ingestion.min"	"ingestion.max"	"birthrate.min"	"birthrate.max"	"rep_rate.min"	"rep_rate.max"	"mat_rate.min"	"mat_rate.max"	"age_mat.min"	"age_mat.max"	"juv_surv.min"	"juv_surv.max"	"max_size.min"	"max_size.max"	"max_age.min"	"max_age.max"	"period1.min"	"period1.max"	"period2.min"	"period2.max"
0.97	580000	580000	0.911375643	0.911375643	4.2698618499	4.2698618519	8.3773515208	8.3773515228	12.6472133727	12.6472133727	13.8558549309	13.8558549356	3.1160171611	3.1160171623	16.9718720928	16.9718720969	2.9088622541	2.9088622541	0.2545781048	0.2545781049	0.0254578105	0.0254578105	0	0.0463915515	113.4987499903	113.4987499962	0.1822290941	0.1822290941	9.5327758357	9.5327758359	983.4987500124	983.4987500221	0	0	983	983
0.98	590000	590000	0.9045188838	0.9045188839	4.7075300801	4.7075301128	7.9426654695	7.9426655022	12.6501955822	12.6501955823	16.1119452318	16.1119453462	2.9183909199	2.9183909462	19.030336177	19.0303362679	2.9095479341	2.9095479342	0.2854550547	0.2854550573	0.0285455055	0.0285455057	0	0.0434492797	125.498749986	125.4987499922	0.1522105339	0.1522105339	9.6102969183	9.6102969194	991.4987500063	991.4987500185	0	0	991	991
0.99	6e+05	6e+05	0.8993355709	0.8993355719	5.1941803771	5.1941809357	7.4582690921	7.4582696502	12.6524500274	12.6524500278	18.8580798074	18.8580814708	2.6769519533	2.6769521916	21.5350319899	21.535033426	2.910066267	2.9100662671	0.3230254723	0.3230255024	0.0323025472	0.0323025502	0	0.0398547232	139.4987499824	139.4987499875	0.1233794609	0.1233794609	9.6721619469	9.6721619514	999.4987500059	999.4987500145	0	0	999	999
1	610000	610000	0.8961049279	0.8961049279	5.6769891897	5.6769946483	6.976860799	6.9768662576	12.6538554472	12.6538554474	22.1363266402	22.1363479084	2.439412786	2.4394155815	24.5757422217	24.5757607208	2.9103893332	2.9103893332	0.3686361812	0.3686364987	0.0368636181	0.0368636499	0	0.0363182425	154.4987499902	154.498749997	0.0985205006	0.0985205006	9.7226983032	9.7226983033	1008.4987499948	1008.4987500321	0	0	1008	1008
1.01	620000	620000	0.8951275699	0.8951276713	6.151537839	6.1515897065	6.5026912685	6.5027431801	12.654280975	12.6542810191	26.0369924126	26.037201859	2.2051869782	2.2052090272	28.2422014309	28.2423888372	2.9104870585	2.9104870688	0.4236321116	0.4236357121	0.0423632112	0.0423635712	0	0.0328312312	170.4987499697	170.4987499937	0.0774989706	0.0774989707	9.7641402698	9.7641404149	1017.4987499264	1017.4987501252	0	0	1017	1017
1.02	630000	630000	0.8967083021	0.8967105567	6.644374592	6.6449121594	6.0086812351	6.0092197687	12.6535933922	12.6535943607	30.6641068188	30.6664120297	1.9435646315	1.9437422439	32.6078478497	32.6099783223	2.9103287687	2.9103289789	0.4891093845	0.4891612237	0.0489109385	0.0489161224	0	0.0289375497	188.4987498715	188.4987500872	0.0591611249	0.0591611251	9.7987699903	9.7987724329	1027.4987495846	1027.4987505903	0	0	1027	1027
1.03	640000	640000	0.9011040506	0.9011632987	7.0884046574	7.0966412868	5.5550167809	5.5632786932	12.651657769	12.6516837246	35.9676975708	36.0164047594	1.7147316172	1.7173511984	37.6849316552	37.7312307304	2.9098834537	2.9098894692	0.5651446848	0.5661439154	0.0565144685	0.0566143915	0	0.0255467959	206.4987485974	206.4987517051	0.0451623885	0.0451623906	9.8273715223	9.8276561383	1036.4987467827	1037.4987541306	0	0	1036.9433333333	1036.9433333333
1.04	650000	650000	0.9074128065	0.9099140585	7.3975179632	7.6743507167	4.9735195591	5.2514247782	12.6478546045	12.6489429022	41.2474491453	42.7713321756	1.4206149649	1.5386353135	42.7810182376	44.1973493081	2.9090138047	2.9092602948	0.6360205337	0.6682196533	0.0636020534	0.0668219653	0	0.0223042355	224.4987290408	227.4987704168	0.0329589994	0.034476053	9.8505852216	9.8523342497	1043.4987400387	1048.498788281	0	0	1046.0983333333	1046.0983333333
1.05	660000	660000	0.8740394556	0.9502251269	4.4633352499	11.0537796361	1.5808224137	8.1999960018	12.6302953145	12.6635346046	23.6698780902	64.7248174512	0.282332605	3.1454443803	26.6576100943	65.4209754703	2.9049425901	2.9126740763	0.2571638839	1.1207119736	0.0257163884	0.1120711974	0	0.0514842202	202.4989703461	309.4992935066	0.0096335953	0.0479549174	9.834462981	9.8789402866	984.4984433272	1082.4988490646	385.5529649567	385.5529649567	1044.772	1044.772
1.06	670000	670000	0.8516942801	0.9783635619	3.2974932322	11.9078319601	0.7277452805	9.3750671798	12.6180421796	12.6733061614	18.0800178958	76.2354850653	0.1066087046	4.1185343295	21.5354786483	76.7709118588	2.902110384	2.9149655791	0.1650608075	1.3960887197	0.0165060808	0.139608872	0	0.0676304844	195.4991110705	375.4999204272	0.0027988826	0.0532639231	9.8148990854	9.8952679974	935.498093897	1097.4988318811	398.640845382	398.640845382	1036.8633333333	1036.8633333333
1.07	680000	680000	0.8344269881	1.0049216843	2.7590030864	12.1169967309	0.5175448088	9.9201456266	12.6064754941	12.6808502766	15.8613415852	83.7350361084	0.0674646238	4.7245301192	19.4338173325	84.1706595353	2.8994358235	2.9167292689	0.1390331996	1.6137886638	0.01390332	0.1613788664	0	0.0781999469	192.4992122913	404.4999874558	0.0011121368	0.0557154629	9.8248246625	9.9076178375	907.496339165	1106.4988723236	404.4944060883	404.4944060883	1022.5256666667	1022.5256666667
1.08	690000	690000	0.8178745251	1.0316702194	2.3943266662	12.2346091883	0.3984112413	10.2909033863	12.5948310946	12.6880637597	14.1809472829	89.3025231682	0.0474191117	5.2574975436	17.8047157888	89.6766767485	2.896747812	2.9184147926	0.1229700529	1.8151789166	0.0122970053	0.1815178917	0	0.0866888059	189.4993338053	425.5000356936	0.0004651579	0.0582798202	9.8379002152	9.917579218	893.4951361236	1112.4988643179	408.7287029447	408.7287029447	1006.5446666667	1006.5446666667
1.09	7e+05	7e+05	0.8015668164	1.0596155691	2.1154242582	12.3130103489	0.3185454947	10.5757302952	12.5826673481	12.6951838618	12.6966169981	93.6023501168	0.0355310253	5.6758377369	16.3692766634	93.9335435282	2.8939405454	2.9200704306	0.1108643251	2.0067371665	0.0110864325	0.2006737167	0	0.0938084129	187.4994021095	441.5001015214	0.0001989272	0.0600546435	9.8509210994	9.9258449814	883.4945238682	1116.4989123598	412.6124870257	412.6124870257	985.2821666667	985.2821666667
1.1	710000	710000	0.7853614328	1.0893866333	1.8823714555	12.3683096634	0.2620751585	10.8150494272	12.5697044852	12.7022464013	11.3241648352	97.0494463856	0.0280082932	6.0601542047	15.0559565564	97.3429187961	2.8909451577	2.9217104564	0.1011024151	2.1920174334	0.0101102415	0.2192017433	0	0.099777742	185.4994477467	455.5001472393	8.534206e-05	0.0618835373	9.8629851114	9.9328174194	876.4942157146	1119.4989427197	416.7530699135	416.7530699135	964.5908333333	964.5908333333
1.11	720000	720000	0.7692163271	1.1210133635	1.67459348	12.4088666323	0.2208335858	11.0282027381	12.5558907491	12.7092921773	10.05736085	99.9427532976	0.0230188377	6.4301024855	13.8593085897	100.2018455905	2.8877607699	2.9233394477	0.0932112944	2.3734876767	0.0093211294	0.2373487677	0	0.1057554442	183.4994643859	468.500171579	3.65702e-05	0.0637681557	9.8738476578	9.9387845276	870.4940500396	1122.4987967161	421.5657039083	421.5657039083	942.9453333333	942.9453333333
1.12	730000	730000	0.7532571193	1.1542315283	1.4897446314	12.4387333431	0.1907072141	11.2178920283	12.5414538726	12.716252252	8.9311321479	102.4129837872	0.0196016114	6.7890461049	12.8120285311	102.6414341583	2.8844122994	2.9249466893	0.0871642368	2.5516946662	0.0087164237	0.2551694666	0	0.1116969681	181.4994861692	479.500200043	1.56388e-05	0.0657101637	9.8835545878	9.9439439827	865.4939210931	1123.498974449	427.4835140513	427.4835140513	919.4315	919.4315
1.13	740000	740000	0.7376283625	1.1888788871	1.334652213	12.4607121358	0.1686556663	11.3780186219	12.5263635322	12.7230597932	7.9713715253	104.5070474057	0.0171989595	7.1369502014	11.9264096702	104.7111345205	2.8809211757	2.9265179877	0.0827455755	2.7264352926	0.0082745576	0.2726435293	0	0.1173643526	179.4995205931	489.5002150662	6.753517e-06	0.0677113011	9.8922062202	9.9484484251	860.4938059945	1125.4988845299	434.5635697247	434.5635697247	895.6211666667	895.6211666667
1.14	750000	750000	0.7223752168	1.2249237264	1.2038291135	12.4771328005	0.15217	11.5138733675	12.5106629172	12.729699416	7.1637666612	106.2781288159	0.0154484445	7.4756519588	11.1846595969	106.4619220375	2.8772884168	2.9280502452	0.0795504102	2.8978835613	0.007955041	0.2897883561	0	0.1226800809	177.4995632661	498.5002226765	2.951962e-06	0.0697733726	9.8999847083	9.9524151123	855.4937016554	1126.498935602	440.0937233295	440.0937233295	871.6953333333	871.6953333333
1.15	760000	760000	0.7074909912	1.2624324717	1.0866202789	12.4905450816	0.1389854734	11.636036225	12.4943234168	12.7361775399	6.4709264185	107.78064966	0.0140722697	7.8070576916	10.560438598	107.9477741012	2.8735087478	2.9295445389	0.0771871399	3.0662909726	0.007718714	0.3066290973	0	0.1269692414	175.4996058328	507.5002149195	1.299611e-06	0.0718982422	9.9069691803	9.9559308814	851.4935742005	1127.4989690071	444.4302610822	444.4302610822	846.9251666667	846.9251666667
1.16	770000	770000	0.6929550828	1.3015149634	0.9871893504	12.5011642668	0.128458537	11.7399371919	12.4773000276	12.7424967642	5.8737199179	109.0631370421	0.0129840827	8.0245315457	10.0299749372	109.2161299905	2.8695705187	2.9310034592	0.0753601444	3.2321591361	0.0075360144	0.3232159136	0	0.1318335796	174.4996273873	514.5002252613	5.81609e-07	0.0729848214	9.9132620866	9.9590694149	847.4934540366	1128.4989829104	448.1050903923	448.1050903923	823.4706666667	823.4706666667
1.17	780000	780000	0.6787451369	1.3422953776	0.9058394709	12.5105229216	0.1194287895	11.8256886308	12.4595353525	12.7486824268	5.3637277675	110.1644167847	0.0120567184	8.3471764207	9.574546256	110.3053474758	2.8654609867	2.9324294439	0.0738614697	3.3956891388	0.007386147	0.3395689139	0	0.1355520512	172.4996629597	522.5002145247	2.601458e-07	0.0752075	9.9189265429	9.9618986767	843.4933401557	1129.4989734624	451.4257145915	451.4257145915	799.0318333333	799.0318333333
1.18	790000	790000	0.6648388328	1.3849052337	0.818904646	12.5187292521	0.1116013529	11.9165980301	12.4409746642	12.7547339084	4.8946238528	111.1146874954	0.0112549661	8.5495967766	9.1805376635	111.2449813443	2.8611672929	2.9338241628	0.0725517391	3.5572800811	0.0072551739	0.3557280081	0	0.1389933865	171.4996769164	560.5000689014	1.334515e-07	0.0763440998	9.9240126087	9.9644476136	839.4932287165	1130.4989439068	454.5835352843	454.5835352843	776.4291666667	776.4291666667
1.19	8e+05	8e+05	0.6512271222	1.4294760123	0.7563639405	12.5260094468	0.1047124673	11.9831573998	12.4215591218	12.7606563358	4.4976718155	111.9371350646	0.0105529202	8.8643910991	8.8375621961	112.0579779929	2.8566758263	2.9351895987	0.0713564239	3.717072424	0.0071356424	0.3717072424	0	0.1419723448	169.4997090382	579.5000040669	1.054123e-07	0.0786690859	9.9286445985	9.9667574245	835.4931370556	1131.4988670216	457.7286015731	457.7286015731	753.3926666667	753.3926666667
1.2	810000	810000	0.6378971403	1.4761433437	0.6863556478	12.5332097714	0.0983070864	12.0566280626	12.401230225	12.7664569744	4.1244092292	112.6495630893	0.0099014143	9.0624116867	8.5376984447	112.7619659796	2.8519721703	2.9365269153	0.0702201813	3.8754406214	0.0070220181	0.3875440621	0	0.1445236303	168.4997139679	592.4999639969	9.121828e-08	0.0798580109	9.9328603357	9.9688551474	832.4930297007	1131.4989681867	460.9901671804	460.9901671804	730.9598333333	730.9598333333
1.21	820000	820000	0.6248372239	1.5250448061	0.6327445687	12.53956004	0.0925981326	12.113677051	12.379926922	12.7721381274	3.802381772	113.2659555571	0.0093214496	9.2512988736	8.2747893005	113.3706930032	2.8470425616	2.9378368111	0.0691090121	4.0321608266	0.0069109012	0.4032160827	0	0.147553597	167.499723048	602.4999356755	8.263924e-08	0.0810648992	9.9366613612	9.9707704863	828.4929626416	1132.4988511666	464.5147798007	464.5147798007	708.4736666667	708.4736666667
1.22	830000	830000	0.6120405567	1.5763264024	0.582543831	12.5456168062	0.087308526	12.1670747879	12.3575876047	12.7777058387	3.5098087319	113.7973380979	0.0087847798	9.4366020173	8.0438274869	113.895079721	2.841871597	2.939120065	0.0680248349	4.1876850916	0.0068024835	0.4187685092	0	0.1499015901	166.4997313131	611.4999105053	7.717651e-08	0.082290027	9.9401146283	9.9725184005	825.4928735456	1132.4989317169	468.4670215319	468.4670215319	690.8811666667	690.8811666667
1.23	840000	840000	0.5995007287	1.6301415243	0.5362681384	12.5513704386	0.0823958231	12.216363779	12.3341416156	12.7831605347	3.2451032413	114.2525189011	0.0082869158	9.6179232691	7.8404962969	114.3438819378	2.8364446574	2.9403773437	0.0669434815	4.3416786546	0.0066943481	0.4341678655	0	0.1525857852	165.49973863	618.4998954202	7.25132e-08	0.0835336706	9.9432563811	9.974116082	822.4927952548	1132.4989772099	473.0865370748	473.0865370748	676.1636666667	676.1636666667
1.24	850000	850000	0.5872122377	1.6866569568	0.4950474907	12.5568237206	0.0778466647	12.2604655348	12.3095178788	12.7885057542	3.0070874033	114.6386709385	0.0078263341	9.7966258975	7.6612911342	114.7241681229	2.8307435078	2.9416091303	0.0658639334	4.4943742515	0.0065863933	0.4494374251	0	0.155206541	164.4997452371	625.4998785286	6.941149e-08	0.0847961104	9.9461503237	9.9755795843	819.4927401629	1132.4990069343	478.6988483175	478.6988483175	662.9265	662.9265
1.25	860000	860000	0.5751719917	1.7460524499	0.4546835991	12.5616943093	0.0736813206	12.3034329078	12.283638561	12.7937426373	2.787826181	114.9616633363	0.0074049479	9.9727714058	7.5033501221	115.041747059	2.8247499342	2.9428171499	0.0647838748	4.6457005381	0.0064783875	0.4645700538	0	0.156431024	163.4997518124	631.4998666232	6.712602e-08	0.0860776302	9.9487088399	9.9769280206	815.4927167932	1133.4988416419	485.3555639358	485.3555639358	651.0151666667	651.0151666667
1.26	870000	870000	0.5633661274	1.8085243815	0.4226485867	12.5667128842	0.0696793726	12.3380819045	12.2564173435	12.7988810573	2.5956158318	115.2262836924	0.0070004804	10.1465417215	7.3635164714	115.3013776745	2.8184445687	2.9440010535	0.0637046358	4.795348513	0.0063704636	0.4795348513	0	0.1579545986	162.4997584597	637.4998547307	6.482281e-08	0.0873785193	9.9510389311	9.9781656622	812.4926641297	1133.4988805685	490.9927869756	490.9927869756	642.8876666667	642.8876666667
1.27	880000	880000	0.5517863312	1.8742871537	0.3897179091	12.5714108182	0.0659475519	12.3733123086	12.2277598456	12.8039171859	2.415694891	115.4365012287	0.0066235872	10.3188708642	7.2398244327	115.5069776326	2.8118041692	2.9451609245	0.0626273798	4.9437679316	0.006262738	0.4943767932	0	0.1605038933	161.4997644341	642.4998478072	6.367267e-08	0.0886990692	9.953177729	9.9793057151	809.4926280962	1133.4989004635	495.6598854368	495.6598854368	633.0368333333	633.0368333333
1.28	890000	890000	0.5404437023	1.9435784325	0.3620530911	12.5759276942	0.0624330814	12.4032180265	12.1975641512	12.8088497124	2.255753198	115.5955145604	0.00626889	10.4888892399	7.1304492844	115.6616810626	2.8048066206	2.9462982343	0.0615555921	5.0913510578	0.0061555592	0.5091351058	0	0.1617882612	160.4997711111	647.4998410886	6.244839e-08	0.0900395771	9.9551061121	9.9803504953	806.4926001324	1133.4989119331	499.69418989	499.69418989	625.4276666667	625.4276666667
1.29	9e+05	9e+05	0.5293957431	2.0166574635	0.3494749248	12.5801934601	0.0591337171	12.4188220759	12.1657179992	12.8136557819	2.128652388	115.7038726692	0.0059361073	10.5003150194	7.0332631404	115.7664725122	2.7974232043	2.9474051075	0.0604888253	5.2369525622	0.0060488825	0.5236952562	0	0.1620702099	160.4997755252	652.4998335442	6.15669e-08	0.0900395652	9.9569142306	9.981313764	803.4926127828	1133.4989062199	503.3169078566	503.3169078566	618.5673333333	618.5673333333
1.3	910000	910000	0.5183992663	2.0938135929	0.3197367595	12.5839759138	0.0560804546	12.4502323265	12.1320844547	12.818438407	1.9868103189	115.7697536367	0.0056283013	10.6648369536	6.9458213377	115.8282252857	2.7896238757	2.9485072511	0.0594276201	5.3811388784	0.005942762	0.5381138878	0	0.1652478785	159.4997687772	656.4998319397	6.036809e-08	0.0914003389	9.9583408616	9.9822037704	799.4926179369	1133.4989183114	506.5797928659	506.5797928659	612.3393333333	612.3393333333
1.31	920000	920000	0.5077035696	2.1753677669	0.2954275692	12.5875670128	0.0531964129	12.476193414	12.0965373605	12.8230928773	1.8608404157	115.7885627571	0.0053377097	10.8276185183	6.8686614885	115.843598997	2.7813780438	2.9495784758	0.0583763411	5.5227462736	0.0058376341	0.5522746274	0	0.1667761615	158.4997772339	661.4998225675	6.002995e-08	0.0927816722	9.9597397392	9.9830300884	796.4926149624	1133.4989088512	509.7434262688	509.7434262688	606.9451666667	606.9451666667
1.32	930000	930000	0.4972377969	2.2616723721	0.272346141	12.590673531	0.0505248517	12.5008124802	12.0589157963	12.8276448252	1.7441201543	115.7633939234	0.0050686379	10.988816139	6.7989218345	115.8152617546	2.7726469959	2.9506277653	0.0573340506	5.6651422859	0.0057334051	0.5665142286	0	0.1678318878	157.4997851079	665.4998204047	5.966647e-08	0.094183882	9.9610138759	9.9837940585	794.4925692121	1133.4989021511	512.8118693438	512.8118693438	601.1026666667	601.1026666667
1.33	940000	940000	0.4869562863	2.353123904	0.2587198975	12.5948363334	0.0477918965	12.5166017434	12.0190471199	12.8321154541	1.6492848662	115.694962542	0.0047935779	10.9830781786	6.736225264	115.7438203083	2.7633923373	2.951655498	0.0563016647	5.8052355424	0.0056301665	0.5805235542	0	0.1691159061	157.4997754665	669.4998188788	5.905126e-08	0.0941838769	9.9621122113	9.9845061919	790.4925841662	1133.4988839584	515.8596952054	515.8596952054	595.4746666667	595.4746666667
1.34	950000	950000	0.4769077881	2.4501620626	0.2379186785	12.5981511777	0.0453184862	12.5385281384	11.9767391813	12.8364885496	1.5490086963	115.5835099827	0.0045447085	11.1380844636	6.6799489861	115.629535237	2.7535671602	2.9526636529	0.0552795245	5.9434977949	0.0055279524	0.5943497795	0	0.1700399986	156.4997864875	673.4998170305	5.896164e-08	0.0956072792	9.9631000734	9.9851587524	787.4925905552	1133.498854205	518.9511668511	518.9511668511	592.6766666667	592.6766666667
1.35	960000	960000	0.4671195653	2.5532772668	0.2277121989	12.6015457536	0.0429422058	12.5509594182	11.9317780997	12.8407423738	1.4711656282	115.4288285976	0.0043057149	11.2910235312	6.6290263112	115.4722315459	2.7431228921	2.9536437437	0.054267956	6.0806557973	0.0054267956	0.6080655797	0	0.1702022345	155.4997951203	677.499814016	5.870403e-08	0.0970521815	9.9639384767	9.9857714641	784.4926032508	1133.4987927309	522.1661105385	522.1661105385	588.6436666667	588.6436666667
1.36	970000	970000	0.4574006144	2.6630365963	0.2093269951	12.6038633632	0.0408220141	12.5702484027	11.8839142075	12.8449697741	1.3848298201	115.2304760982	0.0040925174	11.2716295425	6.5823312451	115.2713804544	2.7319974503	2.9546154206	0.0532676547	6.215908075	0.0053267655	0.6215908075	0	0.1716454963	155.4997862228	681.499812803	5.875596e-08	0.0970521901	9.9646032583	9.9863417645	781.4926176457	1132.4989905057	525.5506274538	525.5506274538	584.554	584.554
1.37	980000	980000	0.4480505629	2.7800124309	0.2424487583	12.6040659461	0.0390650973	12.5440496335	11.8328860008	12.8490380668	1.3769319074	114.9851928067	0.0039158436	11.4173269694	6.54589155	115.023498299	2.7201336911	2.9555533664	0.0522763347	6.3475883775	0.0052276335	0.6347588377	0	0.1721896666	154.4997981425	684.4998110653	5.907245e-08	0.0985176337	9.965468071	9.9868851296	779.4925919806	1132.4989539294	529.242107945	529.242107945	578.9186666667	578.9186666667
1.38	990000	990000	0.4386784164	2.9050387121	0.2122679345	12.6101058397	0.0366410987	12.5738353411	11.778382913	12.8531140923	1.2865137711	114.6980541308	0.0036723743	11.3886891945	6.5089637754	114.7345193728	2.7074517532	2.9564902728	0.0512988932	6.4830863725	0.0051298893	0.6483086373	0	0.1709053183	154.4998026324	688.4998142798	5.948003e-08	0.0985181661	9.9658634979	9.9873678507	775.492612707	1132.4989112882	533.4924714483	533.4924714483	575.1141666667	575.1141666667
1.39	1e+06	1e+06	0.4296248818	3.0388155091	0.1889741875	12.611371232	0.0349080549	12.5970438049	11.7200100486	12.8570460583	1.2073545715	114.3608370416	0.003498254	11.5266024449	6.4722355221	114.3950553865	2.6938673378	2.9573943715	0.0503361464	6.6150977764	0.0050336146	0.6615097776	0	0.1721877494	153.4998062791	691.4998171483	5.97179e-08	0.1000073497	9.966364975	9.9878495216	773.4925894101	1132.4988675309	538.4078165121	538.4078165121	572.6946666667	572.6946666667
1.4	1010000	1010000	0.4210994402	3.1822524494	0.1687349462	12.6125215875	0.0332506581	12.6171215743	11.6574287164	12.8607577922	1.1334488525	113.9751093517	0.0033317807	11.660653948	6.4360948016	114.0088802918	2.6792938704	2.9582492634	0.0493746337	6.7453027915	0.0049374634	0.6745302791	0	0.1733646629	152.4998097484	695.4998145695	5.95804e-08	0.1015189863	9.966568901	9.9882786744	769.4926132194	1131.4989829428	544.1422040256	544.1422040256	569.0591666667	569.0591666667
1.41	1020000	1020000	0.4120201568	3.3364722459	0.1565199761	12.6174877225	0.0312596278	12.6300915389	11.5901620176	12.8647029685	1.0749461996	113.5964456765	0.0031319331	11.6158554257	6.4053276957	113.6355400195	2.6636108508	2.9591557054	0.0484174387	6.8742231014	0.0048417439	0.6874223101	0	0.1740879495	152.4997966539	698.4998184487	5.962332e-08	0.101519143	9.9668744217	9.9887330157	766.4926365068	1131.4989537584	549.9253654431	549.9253654431	566.596	566.596
1.42	1030000	1030000	0.4034421414	3.5026102635	0.1525859023	12.6192030681	0.0296932765	12.6360364838	11.5176821072	12.868432228	1.0331168716	113.2572250271	0.0029746988	11.7387226669	6.377585061	113.3012391492	2.6467145098	2.9600125334	0.047476218	7.0017997086	0.0047476218	0.7001799709	0	0.1730737408	151.499810945	702.4998181209	5.987895e-08	0.1030533458	9.9671217432	9.9891366578	763.4926191237	1131.4988958716	555.088332621	555.088332621	563.6995	563.6995
1.43	1040000	1040000	0.3952336376	3.6821301285	0.1632442615	12.6200331215	0.0282716651	12.6301663477	11.4393433638	12.872003972	1.0149010621	112.9544489309	0.0028320129	11.6808662173	6.3644590559	113.0030010292	2.6284409703	2.9608355255	0.046538511	7.1267453058	0.0046538511	0.7126745306	0	0.1706043973	151.4998063032	705.4998188849	6.033132e-08	0.1030486601	9.9673504238	9.9895066501	760.4926450883	1130.4989884394	559.5671362405	559.5671362405	560.977	560.977
1.44	1050000	1050000	0.3869149955	3.8765874208	0.1412468556	12.6213683076	0.02685593	12.6506643395	11.3544546619	12.8756184508	0.9498055055	112.6853808609	0.0026899565	11.7902950759	6.340999683	112.7381109183	2.6086299127	2.9616651892	0.045597059	7.2525330627	0.0045597059	0.7252533063	0	0.1736198399	150.4998123782	708.4998219677	6.146327e-08	0.1046081887	9.9672687318	9.989858893	757.4926310631	1130.4989254875	563.9406973001	563.9406973001	559.1406666667	559.1406666667
1.45	1060000	1060000	0.3788720278	4.0881074097	0.1251640484	12.6225570949	0.0255084856	12.6659704029	11.2621550654	12.8791123533	0.8939169758	112.4474932092	0.0025547781	11.8921609643	6.3123953786	112.5041319945	2.5870769484	2.9624673056	0.0446830922	7.3760500264	0.0044683092	0.7376050026	0	0.1713703693	149.4998175787	711.4998248784	6.251484e-08	0.1061903615	9.9671165623	9.9901977724	754.4926192315	1130.4987823881	567.8734365932	567.8734365932	557.2868333333	557.2868333333
1.46	1070000	1070000	0.3710134009	4.3186838658	0.1474350691	12.6276453575	0.02391113	12.6514557851	11.1615066311	12.882527713	0.9010072243	112.238581606	0.0023946024	11.811579906	6.2871728837	112.2987336746	2.5635583893	2.9632519381	0.0437539969	7.498076631	0.0043753997	0.7498076631	0	0.173736669	149.4998027863	715.499824296	6.176764e-08	0.1061916747	9.9671314329	9.9905471918	750.4926554485	1129.4989289303	571.1607362553	571.1607362553	552.262	552.262
1.47	1080000	1080000	0.3633280654	4.5711462316	0.1194714323	12.6293545003	0.0226442944	12.6754814166	11.0512916843	12.8858688958	0.8315194033	112.056466271	0.0022675637	11.8940950754	6.2678657956	112.1199260075	2.5378060874	2.964020621	0.0427926757	7.6185604762	0.0042792676	0.7618560476	0	0.1736907068	148.4998103853	718.4998275503	6.292195e-08	0.1077964816	9.9668786402	9.9908816713	747.492645238	1128.4989899126	574.3460968423	574.3460968423	553.1288333333	553.1288333333
1.48	1090000	1090000	0.3559630023	4.8485774087	0.1290270098	12.6305548963	0.0214614223	12.6711895033	10.9301720236	12.8890718089	0.8219467608	111.899080474	0.0021489604	11.7876862612	6.2624190928	111.9657447695	2.5095018059	2.9647592384	0.0418891446	7.7364238927	0.0041889145	0.7736423893	0	0.1710199122	148.4998141695	721.4998295691	6.383318e-08	0.1077965334	9.9668303916	9.9911850563	745.4926347289	1128.4988572085	577.2285643262	577.2285643262	548.2271666667	548.2271666667
1.49	1100000	1100000	0.3484328385	5.1548185937	0.1137974672	12.6321930213	0.0202939251	12.684900459	10.7964752915	12.8923457842	0.7741635163	111.765176617	0.0020319208	11.8443513491	6.2518075702	111.8342183063	2.4782509149	2.9655091426	0.0409202339	7.8554684955	0.0040920234	0.7855468495	0	0.1703645761	147.4998198219	724.4998335221	6.580472e-08	0.1094188001	9.96645958	9.9914817627	741.4926696039	1127.4989272762	580.3598491836	580.3598491836	549.5058333333	549.5058333333
1.5	1110000	1110000	0.3411534565	5.4944762155	0.1047466036	12.6337288163	0.0191772848	12.6939508192	10.6481804491	12.8955072333	0.7371697144	111.6526022881	0.0019199953	11.8857507028	6.2345604658	111.7242775646	2.4435846328	2.9662341971	0.039960138	7.9720700811	0.0039960138	0.7972070081	0	0.169524928	146.4998242454	727.4998369392	8.338016e-08	0.111073579	9.9660216569	9.9917707693	738.4926692432	1126.4989457762	583.3928589805	583.3928589805	548.3115	548.3115
